Employee_ID,Department,Job_Title,productivity_score,engagement_score,risk_score,swot_category,outlier,anomaly_level
452,Customer Support,Specialist,1.58,2.03,,Opportunity,0,Low
453,Customer Support,Specialist,1.01,2.17,,Opportunity,0,Medium
454,Operations,Developer,2.03,1.0,,Opportunity,0,Low
455,IT,Developer,2.06,2.41,,Opportunity,0,Low
456,Operations,Manager,2.74,1.91,,Opportunity,0,Low
457,Marketing,Technician,1.68,1.29,,Opportunity,0,Low
458,Engineering,Consultant,2.61,2.26,,Opportunity,0,Low
459,Sales,Consultant,1.98,2.76,,Opportunity,0,Low
460,Engineering,Engineer,1.57,1.34,,Opportunity,0,Low
461,Operations,Analyst,2.24,2.18,,Opportunity,0,Low
462,Sales,Developer,1.76,2.86,,Opportunity,0,Low
463,IT,Manager,2.25,1.78,,Opportunity,0,Low
464,Operations,Consultant,1.68,3.19,,Opportunity,0,Low
465,IT,Specialist,1.51,2.89,,Opportunity,0,Low
466,HR,Manager,1.22,0.73,,Weakness,0,Medium
467,Sales,Specialist,2.78,2.24,,Opportunity,0,Medium
468,Marketing,Consultant,1.95,2.4,,Opportunity,0,Low
469,Finance,Consultant,1.48,1.9,,Opportunity,0,Low
470,Operations,Analyst,2.29,1.58,,Opportunity,0,Low
471,IT,Developer,1.55,0.43,,Opportunity,0,Low
472,Customer Support,Specialist,1.76,1.75,,Opportunity,0,Low
473,IT,Engineer,1.69,1.44,,Opportunity,0,Low
474,Marketing,Consultant,1.91,2.75,,Opportunity,0,Low
475,Engineering,Consultant,2.02,2.49,,Opportunity,0,Low
476,Sales,Technician,2.24,2.1,,Opportunity,0,Low
477,Engineering,Engineer,1.69,0.03,,Opportunity,0,Low
478,Legal,Specialist,1.4,1.75,,Opportunity,0,Low
479,HR,Analyst,1.68,0.0,,Opportunity,0,Medium
480,IT,Consultant,2.45,3.41,,Opportunity,1,High
481,IT,Engineer,2.14,0.89,,Opportunity,0,Low
482,Engineering,Specialist,1.61,1.28,,Opportunity,0,Low
483,Operations,Manager,1.35,0.05,,Weakness,0,Low
484,Operations,Consultant,1.57,1.4,,Opportunity,0,Low
485,Operations,Specialist,2.52,1.99,,Opportunity,0,Medium
486,HR,Consultant,1.96,1.52,,Opportunity,0,Low
487,Customer Support,Technician,2.15,1.99,,Opportunity,0,Low
488,Engineering,Consultant,1.19,1.8,,Opportunity,0,Low
489,IT,Specialist,1.39,2.16,,Opportunity,0,Low
490,Finance,Analyst,1.46,2.82,,Opportunity,0,Medium
491,Legal,Consultant,1.27,2.12,,Opportunity,0,Low
492,Customer Support,Manager,1.73,2.24,,Opportunity,0,Low
493,Legal,Engineer,1.1,2.88,,Opportunity,1,High
494,Marketing,Specialist,2.05,2.32,,Opportunity,0,Low
495,Sales,Specialist,1.35,0.8,,Weakness,0,Low
496,Finance,Developer,2.37,2.77,,Opportunity,0,Low
497,Engineering,Consultant,1.33,1.94,,Opportunity,0,Low
498,Engineering,Analyst,2.12,0.96,,Opportunity,0,Low
499,Operations,Specialist,2.35,1.92,,Opportunity,0,Low
500,Marketing,Analyst,2.9,1.38,,Opportunity,0,Low
501,IT,Specialist,2.0,0.78,,Opportunity,0,Low
502,Customer Support,Technician,1.47,1.49,,Opportunity,0,Low
503,Finance,Consultant,1.31,0.18,,Weakness,0,Low
504,Operations,Specialist,2.29,0.86,,Opportunity,0,Low
505,Finance,Analyst,1.27,1.9,,Opportunity,0,Medium
506,HR,Technician,2.52,1.29,,Opportunity,0,Low
507,Customer Support,Manager,1.83,2.3,,Opportunity,0,Low
508,Engineering,Manager,1.67,1.0,,Opportunity,0,Low
509,Operations,Consultant,1.47,1.16,,Opportunity,0,Low
510,Legal,Specialist,0.92,2.18,,Opportunity,1,High
511,HR,Consultant,2.43,2.72,,Opportunity,0,Medium
512,IT,Specialist,1.4,0.84,,Weakness,0,Low
513,Legal,Engineer,1.6,0.42,,Opportunity,0,Low
514,Finance,Consultant,2.04,1.69,,Opportunity,0,Low
515,IT,Consultant,1.75,1.71,,Opportunity,0,Low
516,Engineering,Consultant,2.08,2.2,,Opportunity,0,Low
517,Legal,Manager,2.33,2.4,,Opportunity,0,Low
518,Engineering,Developer,1.35,0.29,,Weakness,1,High
519,Finance,Developer,1.92,1.8,,Opportunity,0,Low
520,Finance,Developer,1.07,2.6,,Opportunity,0,Low
521,Sales,Consultant,2.06,1.58,,Opportunity,0,Low
522,Customer Support,Analyst,1.62,1.15,,Opportunity,0,Low
523,Engineering,Consultant,2.05,3.32,,Opportunity,0,Medium
524,Legal,Specialist,1.65,2.38,,Opportunity,0,Low
525,Marketing,Consultant,2.41,0.97,,Opportunity,0,Low
526,Operations,Technician,1.13,1.19,,Opportunity,0,Low
527,Operations,Manager,2.14,1.8,,Opportunity,0,Low
528,HR,Engineer,0.7,0.51,,Weakness,1,High
529,HR,Developer,2.03,1.38,,Opportunity,0,Low
530,HR,Developer,1.33,1.07,,Opportunity,0,Low
531,Marketing,Engineer,1.72,1.84,,Opportunity,0,Low
532,Customer Support,Engineer,1.64,2.11,,Opportunity,0,Low
533,Legal,Manager,1.98,1.97,,Opportunity,0,Low
534,Customer Support,Developer,1.92,1.27,,Opportunity,0,Low
535,HR,Consultant,2.08,1.81,,Opportunity,0,Low
536,Finance,Specialist,1.2,0.85,,Weakness,0,Low
537,Marketing,Technician,1.97,2.44,,Opportunity,0,Low
538,IT,Manager,1.78,2.89,,Opportunity,0,Low
539,HR,Technician,1.93,0.64,,Opportunity,0,Low
540,Sales,Technician,1.7,2.49,,Opportunity,1,High
541,Legal,Engineer,1.06,1.0,,Weakness,0,Low
542,Marketing,Specialist,1.99,2.05,,Opportunity,0,Low
543,Marketing,Specialist,1.49,2.4,,Opportunity,0,Low
544,Legal,Developer,1.2,1.17,,Opportunity,0,Low
545,Sales,Developer,1.73,0.7,,Opportunity,0,Low
546,Operations,Manager,1.2,1.54,,Opportunity,0,Low
547,Sales,Specialist,1.35,1.76,,Opportunity,0,Low
548,Sales,Analyst,1.59,0.99,,Opportunity,0,Low
549,Finance,Specialist,1.25,0.78,,Weakness,1,High
550,Operations,Engineer,1.27,2.2,,Opportunity,0,Low
551,Engineering,Specialist,1.45,1.21,,Opportunity,0,Low
552,Customer Support,Analyst,1.64,2.67,,Opportunity,0,Low
553,Engineering,Developer,1.87,1.54,,Opportunity,0,Low
554,Customer Support,Engineer,1.69,1.53,,Opportunity,0,Low
555,Sales,Technician,1.11,2.77,,Opportunity,0,Medium
556,Finance,Analyst,2.38,1.03,,Opportunity,0,Low
557,Customer Support,Specialist,1.17,1.25,,Opportunity,0,Low
558,Engineering,Specialist,1.88,0.88,,Opportunity,0,Low
559,Legal,Technician,1.79,2.05,,Opportunity,0,Medium
560,Finance,Developer,0.98,1.86,,Opportunity,1,High
561,Customer Support,Manager,1.05,1.54,,Opportunity,0,Medium
562,Marketing,Specialist,1.25,2.5,,Opportunity,0,Low
563,Engineering,Analyst,1.07,2.45,,Opportunity,0,Medium
564,Sales,Technician,1.84,0.17,,Opportunity,0,Low
565,Sales,Analyst,2.1,0.24,,Opportunity,0,Medium
566,Operations,Technician,2.24,0.77,,Opportunity,0,Low
567,Customer Support,Technician,2.07,2.05,,Opportunity,0,Low
568,Operations,Engineer,2.33,0.32,,Opportunity,1,High
569,Marketing,Specialist,1.59,0.8,,Opportunity,0,Low
570,Legal,Developer,1.99,2.46,,Opportunity,0,Medium
571,HR,Developer,2.11,1.6,,Opportunity,0,Low
572,Operations,Manager,1.65,0.02,,Opportunity,1,High
573,HR,Analyst,1.22,0.12,,Weakness,1,High
574,Finance,Analyst,1.67,2.45,,Opportunity,0,Low
575,Engineering,Manager,2.5,1.5,,Opportunity,0,Low
576,Marketing,Analyst,2.05,2.24,,Opportunity,0,Low
577,Marketing,Technician,2.13,0.0,,Opportunity,1,High
578,IT,Specialist,1.73,0.51,,Opportunity,0,Low
579,Customer Support,Developer,1.19,2.6,,Opportunity,0,Low
580,IT,Specialist,1.11,2.09,,Opportunity,0,Low
581,Engineering,Analyst,1.69,0.81,,Opportunity,0,Low
582,Finance,Specialist,1.19,1.87,,Opportunity,0,Medium
583,HR,Manager,2.2,0.72,,Opportunity,0,Medium
584,Legal,Developer,1.14,0.29,,Weakness,0,Low
585,Sales,Specialist,2.27,2.03,,Opportunity,0,Low
586,Engineering,Engineer,1.86,1.83,,Opportunity,0,Low
587,IT,Developer,1.87,0.53,,Opportunity,0,Low
588,Marketing,Analyst,1.06,0.68,,Weakness,0,Medium
589,Engineering,Consultant,0.74,0.0,,Weakness,1,High
590,Marketing,Analyst,2.73,0.05,,Opportunity,1,High
591,Engineering,Consultant,1.61,2.67,,Opportunity,0,Low
592,Finance,Consultant,2.0,1.45,,Opportunity,0,Low
593,Marketing,Developer,1.93,1.9,,Opportunity,0,Low
594,HR,Analyst,1.7,2.36,,Opportunity,0,Medium
595,HR,Developer,1.53,0.61,,Opportunity,0,Medium
596,Finance,Manager,2.34,1.1,,Opportunity,0,Low
597,Sales,Technician,1.66,2.94,,Opportunity,0,Low
598,Operations,Technician,1.9,2.47,,Opportunity,0,Low
599,IT,Developer,2.27,1.49,,Opportunity,0,Low
600,Operations,Technician,2.0,2.71,,Opportunity,0,Low
601,HR,Developer,2.24,1.67,,Opportunity,0,Low
602,IT,Developer,2.2,3.67,,Opportunity,1,High
603,Customer Support,Analyst,1.77,2.68,,Opportunity,0,Low
604,Sales,Consultant,1.46,2.32,,Opportunity,0,Low
605,Marketing,Engineer,1.82,2.02,,Opportunity,0,Low
606,IT,Engineer,1.71,0.96,,Opportunity,0,Low
607,Engineering,Manager,1.97,1.94,,Opportunity,0,Low
608,Sales,Technician,1.56,2.94,,Opportunity,0,Medium
609,Sales,Technician,1.66,3.23,,Opportunity,0,Medium
610,Sales,Technician,1.02,1.66,,Opportunity,0,Low
611,Marketing,Manager,0.93,1.74,,Opportunity,0,Medium
612,HR,Technician,2.78,1.55,,Opportunity,0,Low
613,Operations,Developer,2.22,2.81,,Opportunity,0,Low
614,Sales,Analyst,1.34,1.35,,Opportunity,0,Low
615,Operations,Specialist,1.37,2.04,,Opportunity,0,Low
616,Operations,Technician,1.77,1.44,,Opportunity,0,Low
617,Sales,Engineer,1.8,0.88,,Opportunity,0,Low
618,Operations,Consultant,1.42,2.49,,Opportunity,0,Low
619,IT,Consultant,1.79,1.15,,Opportunity,0,Low
620,Operations,Technician,1.34,1.29,,Opportunity,0,Low
621,HR,Specialist,1.69,1.23,,Opportunity,0,Low
622,Engineering,Consultant,1.38,1.14,,Opportunity,0,Low
623,Legal,Developer,2.59,2.31,,Opportunity,1,High
624,Engineering,Technician,2.62,1.18,,Opportunity,0,Low
625,Legal,Engineer,2.39,0.43,,Opportunity,0,Medium
626,Legal,Consultant,1.08,2.63,,Opportunity,0,Low
627,IT,Manager,1.46,1.24,,Opportunity,0,Low
628,IT,Engineer,2.6,0.57,,Opportunity,0,Medium
629,Finance,Manager,2.73,1.96,,Opportunity,0,Low
630,Sales,Engineer,2.11,3.64,,Opportunity,1,High
631,HR,Analyst,1.61,1.29,,Opportunity,0,Low
632,Finance,Manager,1.83,1.64,,Opportunity,0,Medium
633,IT,Technician,1.96,2.17,,Opportunity,0,Low
634,HR,Consultant,2.76,1.82,,Opportunity,1,High
635,Sales,Specialist,1.61,1.6,,Opportunity,0,Low
636,IT,Developer,2.04,1.84,,Opportunity,0,Low
637,Finance,Analyst,1.92,2.79,,Opportunity,0,Low
638,Sales,Specialist,2.04,2.24,,Opportunity,0,Low
639,Sales,Consultant,2.55,2.56,,Opportunity,0,Low
640,Sales,Analyst,1.95,1.56,,Opportunity,0,Low
641,Engineering,Engineer,1.53,2.96,,Opportunity,0,Low
642,IT,Engineer,2.29,1.35,,Opportunity,0,Low
643,IT,Manager,1.51,1.0,,Opportunity,0,Low
644,Legal,Engineer,1.62,0.67,,Opportunity,0,Low
645,Legal,Manager,1.33,2.52,,Opportunity,0,Low
646,Finance,Technician,1.93,2.19,,Opportunity,0,Low
647,Customer Support,Technician,2.61,1.44,,Opportunity,0,Low
648,Customer Support,Consultant,1.58,2.17,,Opportunity,0,Low
649,Marketing,Developer,2.34,0.4,,Opportunity,0,Low
650,Legal,Developer,1.57,1.01,,Opportunity,0,Low
651,Legal,Developer,2.4,3.33,,Opportunity,1,High
652,Operations,Specialist,0.94,0.25,,Weakness,0,Medium
653,Marketing,Specialist,1.61,2.29,,Opportunity,0,Low
654,Operations,Analyst,0.92,2.79,,Opportunity,0,Medium
655,HR,Analyst,2.37,3.02,,Opportunity,0,Medium
656,Customer Support,Analyst,1.74,1.01,,Opportunity,0,Low
657,HR,Technician,2.26,1.26,,Opportunity,0,Low
658,Finance,Analyst,0.94,2.88,,Opportunity,0,Medium
659,Operations,Manager,1.98,1.28,,Opportunity,0,Low
660,Customer Support,Engineer,2.45,3.03,,Opportunity,0,Low
661,Customer Support,Consultant,1.79,3.2,,Opportunity,0,Low
662,Sales,Analyst,1.83,1.71,,Opportunity,0,Low
663,Engineering,Analyst,0.88,1.32,,Opportunity,0,Low
664,Legal,Engineer,2.08,1.72,,Opportunity,0,Low
665,Customer Support,Technician,2.28,0.38,,Opportunity,0,Low
666,IT,Technician,1.67,1.54,,Opportunity,0,Low
667,Sales,Analyst,1.09,0.23,,Weakness,1,High
668,Finance,Technician,1.1,2.21,,Opportunity,0,Low
669,Sales,Consultant,1.45,1.25,,Opportunity,0,Low
670,Legal,Developer,1.75,2.27,,Opportunity,0,Low
671,Customer Support,Specialist,1.34,0.81,,Weakness,1,High
672,Legal,Consultant,2.38,1.32,,Opportunity,0,Low
673,Finance,Analyst,1.94,3.56,,Opportunity,1,High
674,Legal,Consultant,1.93,1.65,,Opportunity,0,Low
675,IT,Developer,1.2,2.77,,Opportunity,0,Low
676,Finance,Manager,1.91,2.97,,Opportunity,0,Low
677,IT,Manager,2.13,2.82,,Opportunity,0,Low
678,Legal,Consultant,1.16,1.84,,Opportunity,0,Low
679,Marketing,Consultant,2.25,1.17,,Opportunity,0,Low
680,Engineering,Analyst,1.29,0.0,,Weakness,1,High
681,Engineering,Consultant,1.65,1.68,,Opportunity,0,Low
682,Operations,Technician,1.32,0.44,,Weakness,0,Low
683,Operations,Technician,2.36,1.97,,Opportunity,0,Medium
684,Engineering,Developer,2.58,2.14,,Opportunity,0,Low
685,Sales,Technician,1.87,0.1,,Opportunity,0,Medium
686,Finance,Engineer,1.53,3.4,,Opportunity,0,Medium
687,HR,Technician,2.08,2.84,,Opportunity,0,Medium
688,IT,Consultant,1.9,1.22,,Opportunity,0,Medium
689,Legal,Manager,1.8,0.34,,Opportunity,0,Low
690,Sales,Technician,1.62,1.78,,Opportunity,0,Low
691,Finance,Engineer,1.53,2.54,,Opportunity,0,Low
692,Marketing,Engineer,2.0,0.77,,Opportunity,0,Low
693,Sales,Developer,1.87,1.06,,Opportunity,0,Low
694,Engineering,Analyst,0.78,2.98,,Opportunity,1,High
695,Sales,Manager,2.13,1.44,,Opportunity,0,Low
696,Finance,Manager,2.08,1.53,,Opportunity,0,Low
697,Engineering,Consultant,1.33,1.35,,Opportunity,0,Low
698,Legal,Manager,1.52,2.55,,Opportunity,0,Low
699,Customer Support,Technician,2.03,2.01,,Opportunity,0,Low
700,Legal,Manager,2.1,0.98,,Opportunity,0,Low
701,Sales,Analyst,2.02,0.48,,Opportunity,0,Low
702,IT,Developer,2.11,1.13,,Opportunity,0,Low
703,Marketing,Specialist,1.94,1.51,,Opportunity,0,Low
704,Sales,Consultant,2.55,2.64,,Opportunity,1,High
705,Marketing,Developer,1.4,2.54,,Opportunity,0,Low
706,Engineering,Developer,1.38,1.95,,Opportunity,0,Low
707,Customer Support,Analyst,2.62,2.64,,Opportunity,0,Medium
708,Customer Support,Engineer,2.78,1.52,,Opportunity,0,Low
709,Engineering,Consultant,2.26,0.26,,Opportunity,0,Medium
710,Finance,Specialist,2.12,1.85,,Opportunity,0,Low
711,Finance,Manager,2.41,1.33,,Opportunity,0,Medium
712,Finance,Manager,1.8,1.02,,Opportunity,0,Low
713,Sales,Specialist,1.68,1.81,,Opportunity,0,Medium
714,Sales,Consultant,2.36,1.3,,Opportunity,0,Low
715,Operations,Developer,1.91,1.91,,Opportunity,0,Low
716,Operations,Consultant,1.95,2.41,,Opportunity,0,Low
717,Marketing,Consultant,1.22,1.2,,Opportunity,0,Low
718,Engineering,Engineer,1.7,2.94,,Opportunity,1,High
719,Legal,Developer,1.72,2.73,,Opportunity,0,Medium
720,Legal,Manager,1.33,0.0,,Weakness,1,High
721,Finance,Engineer,0.9,1.89,,Opportunity,0,Low
722,Engineering,Engineer,2.36,1.85,,Opportunity,0,Low
723,Operations,Technician,1.39,2.21,,Opportunity,0,Low
724,IT,Consultant,1.44,3.06,,Opportunity,0,Low
725,Finance,Consultant,1.65,2.13,,Opportunity,0,Low
726,Marketing,Engineer,1.6,2.28,,Opportunity,0,Medium
727,Marketing,Analyst,1.78,1.64,,Opportunity,0,Low
728,Customer Support,Analyst,2.29,1.57,,Opportunity,0,Low
729,Operations,Technician,1.85,1.69,,Opportunity,0,Low
730,HR,Technician,1.97,2.13,,Opportunity,0,Low
731,Customer Support,Specialist,1.57,0.6,,Opportunity,1,High
732,Operations,Specialist,1.65,1.12,,Opportunity,0,Low
733,Legal,Technician,1.55,0.0,,Opportunity,0,Medium
734,IT,Developer,2.57,1.01,,Opportunity,0,Low
735,HR,Manager,2.25,0.49,,Opportunity,0,Low
736,Marketing,Specialist,1.01,2.22,,Opportunity,0,Low
737,Engineering,Developer,1.68,2.33,,Opportunity,0,Low
738,IT,Specialist,2.02,2.1,,Opportunity,0,Low
739,Sales,Analyst,2.22,1.34,,Opportunity,0,Low
740,Marketing,Manager,2.22,1.7,,Opportunity,0,Low
741,Sales,Engineer,2.9,1.74,,Opportunity,0,Medium
742,Customer Support,Engineer,2.22,0.63,,Opportunity,0,Low
743,Customer Support,Engineer,2.3,1.19,,Opportunity,0,Low
744,IT,Analyst,2.32,1.99,,Opportunity,0,Low
745,Operations,Manager,2.57,1.34,,Opportunity,0,Low
746,Legal,Technician,2.03,0.0,,Opportunity,0,Low
747,HR,Manager,2.49,2.13,,Opportunity,0,Low
748,Finance,Manager,1.57,2.95,,Opportunity,0,Low
749,HR,Technician,1.23,1.25,,Opportunity,0,Low
750,Customer Support,Consultant,1.15,1.07,,Opportunity,0,Medium
751,Engineering,Engineer,1.41,1.31,,Opportunity,0,Low
752,IT,Manager,1.4,0.36,,Weakness,1,High
753,IT,Engineer,0.9,1.45,,Opportunity,1,High
754,HR,Specialist,1.56,2.92,,Opportunity,0,Low
755,Finance,Consultant,1.3,2.54,,Opportunity,0,Low
756,HR,Manager,1.67,1.57,,Opportunity,0,Low
757,HR,Analyst,1.22,1.38,,Opportunity,0,Low
758,HR,Engineer,2.18,1.5,,Opportunity,0,Low
759,Customer Support,Consultant,1.96,1.26,,Opportunity,0,Low
760,Legal,Specialist,1.91,2.1,,Opportunity,0,Low
761,Finance,Engineer,2.07,2.19,,Opportunity,0,Low
762,Customer Support,Consultant,2.5,2.28,,Opportunity,0,Low
763,Engineering,Specialist,1.62,0.61,,Opportunity,0,Low
764,Customer Support,Technician,2.11,2.93,,Opportunity,0,Low
765,Operations,Specialist,1.43,0.75,,Weakness,0,Low
766,IT,Specialist,1.86,1.79,,Opportunity,0,Low
767,HR,Analyst,2.21,0.27,,Opportunity,0,Low
768,Marketing,Technician,1.99,1.14,,Opportunity,0,Low
769,Finance,Consultant,2.55,2.2,,Opportunity,0,Low
770,Engineering,Analyst,2.06,2.46,,Opportunity,0,Low
771,Customer Support,Technician,0.83,2.0,,Opportunity,0,Medium
772,Operations,Specialist,2.12,1.52,,Opportunity,0,Low
773,Customer Support,Engineer,1.98,2.35,,Opportunity,0,Low
774,Finance,Technician,1.39,2.24,,Opportunity,0,Low
775,Marketing,Developer,1.37,3.1,,Opportunity,0,Low
776,Customer Support,Technician,1.71,2.9,,Opportunity,0,Medium
777,Engineering,Specialist,2.27,2.08,,Opportunity,0,Low
778,IT,Developer,1.89,2.83,,Opportunity,0,Medium
779,Engineering,Specialist,1.56,1.41,,Opportunity,0,Low
780,HR,Developer,2.6,1.86,,Opportunity,0,Low
781,Engineering,Specialist,1.97,1.04,,Opportunity,0,Low
782,Engineering,Engineer,1.46,1.68,,Opportunity,0,Low
783,HR,Developer,1.47,0.69,,Weakness,0,Low
784,Sales,Analyst,1.61,2.13,,Opportunity,0,Low
785,Engineering,Specialist,1.16,2.82,,Opportunity,0,Medium
786,Legal,Analyst,1.13,1.69,,Opportunity,0,Low
787,Legal,Developer,1.34,0.58,,Weakness,0,Low
788,Legal,Specialist,2.64,1.47,,Opportunity,0,Low
789,Operations,Engineer,1.93,1.99,,Opportunity,0,Low
790,HR,Technician,1.91,2.48,,Opportunity,0,Low
791,Operations,Analyst,1.84,2.65,,Opportunity,0,Low
792,Sales,Specialist,1.28,0.0,,Weakness,1,High
793,IT,Engineer,2.03,3.08,,Opportunity,0,Low
794,Marketing,Specialist,2.35,1.25,,Opportunity,0,Low
795,Finance,Specialist,1.62,2.96,,Opportunity,0,Low
796,Finance,Engineer,1.7,1.73,,Opportunity,0,Low
797,Engineering,Specialist,1.16,0.57,,Weakness,1,High
798,Operations,Consultant,1.34,1.86,,Opportunity,0,Low
799,Operations,Consultant,1.09,0.93,,Weakness,0,Medium
800,Sales,Developer,2.09,2.02,,Opportunity,0,Low
801,Marketing,Specialist,1.67,2.01,,Opportunity,0,Low
802,Operations,Specialist,1.37,1.54,,Opportunity,0,Low
803,Marketing,Specialist,2.8,1.79,,Opportunity,0,Medium
804,Engineering,Consultant,2.3,2.24,,Opportunity,0,Low
805,IT,Manager,1.88,3.05,,Opportunity,0,Low
806,Engineering,Specialist,1.3,1.79,,Opportunity,0,Low
807,Finance,Engineer,1.34,0.8,,Weakness,0,Medium
808,Engineering,Engineer,2.06,2.68,,Opportunity,0,Low
809,Engineering,Consultant,1.39,0.54,,Weakness,0,Medium
810,Sales,Manager,1.85,0.7,,Opportunity,0,Low
811,Sales,Developer,1.65,0.17,,Opportunity,0,Low
812,Marketing,Technician,1.99,1.6,,Opportunity,0,Low
813,Sales,Manager,1.64,1.93,,Opportunity,0,Low
814,HR,Consultant,2.07,0.72,,Opportunity,0,Low
815,Engineering,Analyst,1.87,1.9,,Opportunity,0,Low
816,Marketing,Consultant,1.15,3.33,,Opportunity,1,High
817,Legal,Consultant,2.73,1.42,,Opportunity,0,Low
818,Operations,Technician,1.9,1.53,,Opportunity,0,Low
819,Marketing,Technician,2.15,1.64,,Opportunity,0,Low
820,Sales,Specialist,1.16,1.79,,Opportunity,0,Medium
821,Legal,Technician,2.41,1.44,,Opportunity,0,Low
822,Sales,Developer,1.97,2.0,,Opportunity,0,Low
823,Legal,Specialist,2.17,1.12,,Opportunity,0,Low
824,Marketing,Specialist,1.99,2.34,,Opportunity,0,Low
825,Finance,Engineer,2.53,1.55,,Opportunity,0,Low
826,Operations,Technician,1.58,2.58,,Opportunity,0,Medium
827,IT,Specialist,1.48,2.34,,Opportunity,0,Low
828,Engineering,Technician,1.69,1.53,,Opportunity,0,Low
829,Customer Support,Analyst,0.97,0.94,,Weakness,0,Medium
830,Sales,Analyst,1.81,0.84,,Opportunity,0,Low
831,Legal,Manager,1.29,1.84,,Opportunity,0,Low
832,Sales,Specialist,1.56,0.11,,Opportunity,1,High
833,Operations,Analyst,1.21,2.39,,Opportunity,0,Low
834,Customer Support,Technician,1.92,0.09,,Opportunity,0,Low
835,Sales,Manager,2.33,2.48,,Opportunity,1,High
836,Finance,Technician,2.19,2.39,,Opportunity,0,Medium
837,Finance,Specialist,2.09,1.43,,Opportunity,0,Low
838,Finance,Analyst,2.16,0.79,,Opportunity,0,Medium
839,Operations,Engineer,1.9,1.69,,Opportunity,0,Low
840,Customer Support,Manager,1.65,1.71,,Opportunity,0,Low
841,Marketing,Analyst,1.09,0.0,,Weakness,1,High
842,HR,Specialist,1.74,1.82,,Opportunity,0,Low
843,Customer Support,Manager,2.73,2.22,,Opportunity,1,High
844,Legal,Analyst,2.38,0.47,,Opportunity,0,Low
845,Operations,Engineer,1.67,1.71,,Opportunity,0,Low
846,Sales,Specialist,1.55,2.21,,Opportunity,0,Low
847,Finance,Developer,2.22,1.75,,Opportunity,0,Low
848,Legal,Engineer,2.44,2.48,,Opportunity,0,Low
849,Operations,Specialist,1.6,1.89,,Opportunity,0,Medium
850,Marketing,Manager,2.07,2.66,,Opportunity,0,Low
851,Operations,Manager,1.47,0.32,,Weakness,0,Low
852,Customer Support,Specialist,1.92,1.88,,Opportunity,0,Low
853,HR,Manager,1.41,1.89,,Opportunity,0,Low
854,IT,Technician,2.22,0.48,,Opportunity,0,Low
855,HR,Analyst,1.41,2.13,,Opportunity,0,Low
856,Customer Support,Technician,2.84,2.16,,Opportunity,0,Medium
857,Customer Support,Technician,1.47,0.0,,Weakness,0,Medium
858,Sales,Consultant,1.93,3.49,,Opportunity,0,Medium
859,Marketing,Manager,1.79,1.42,,Opportunity,0,Low
860,Marketing,Specialist,2.22,0.6,,Opportunity,0,Low
861,Finance,Analyst,0.93,1.35,,Opportunity,0,Low
862,HR,Technician,2.26,1.23,,Opportunity,0,Low
863,Sales,Engineer,1.84,1.53,,Opportunity,0,Low
864,HR,Technician,1.59,1.7,,Opportunity,0,Medium
865,IT,Specialist,2.52,0.85,,Opportunity,0,Medium
866,Engineering,Consultant,2.04,1.82,,Opportunity,0,Low
867,Engineering,Specialist,1.31,1.57,,Opportunity,0,Low
868,Finance,Specialist,1.53,2.03,,Opportunity,0,Low
869,Sales,Consultant,1.6,1.97,,Opportunity,0,Low
870,Operations,Technician,2.01,2.28,,Opportunity,0,Low
871,Legal,Engineer,1.16,1.16,,Opportunity,0,Low
872,Customer Support,Analyst,1.2,2.71,,Opportunity,0,Low
873,IT,Engineer,1.25,0.91,,Weakness,1,High
874,Legal,Consultant,2.68,2.58,,Opportunity,1,High
875,Legal,Technician,2.32,0.61,,Opportunity,0,Low
876,Finance,Specialist,1.1,2.26,,Opportunity,0,Low
877,Legal,Consultant,2.11,3.13,,Opportunity,0,Medium
878,Marketing,Manager,2.39,1.64,,Opportunity,0,Low
879,Finance,Specialist,1.93,2.77,,Opportunity,0,Medium
880,Sales,Analyst,0.89,1.61,,Opportunity,1,High
881,Finance,Manager,1.9,0.87,,Opportunity,0,Medium
882,Customer Support,Developer,1.87,1.77,,Opportunity,0,Low
883,Operations,Specialist,2.3,1.65,,Opportunity,0,Low
884,Finance,Analyst,2.25,2.4,,Opportunity,0,Low
885,Marketing,Developer,2.33,1.95,,Opportunity,0,Low
886,Finance,Developer,2.11,2.95,,Opportunity,0,Low
887,IT,Developer,1.31,1.73,,Opportunity,0,Low
888,Customer Support,Consultant,1.92,0.83,,Opportunity,0,Low
889,Sales,Manager,1.52,0.34,,Opportunity,0,Medium
890,Finance,Manager,1.72,0.97,,Opportunity,0,Low
891,Legal,Engineer,1.9,1.06,,Opportunity,0,Medium
892,Legal,Analyst,1.1,0.25,,Weakness,0,Medium
893,Operations,Developer,1.3,1.0,,Weakness,0,Low
894,Sales,Developer,1.44,2.19,,Opportunity,0,Low
895,Finance,Technician,1.61,0.01,,Opportunity,0,Low
896,Customer Support,Consultant,1.68,1.83,,Opportunity,0,Low
897,Customer Support,Analyst,2.78,1.66,,Opportunity,0,Medium
898,Engineering,Consultant,1.83,1.19,,Opportunity,0,Low
899,Sales,Analyst,2.27,1.84,,Opportunity,0,Low
900,Engineering,Manager,1.4,3.17,,Opportunity,0,Medium
901,Engineering,Manager,2.2,0.0,,Opportunity,1,High
902,HR,Consultant,0.94,1.93,,Opportunity,0,Low
903,HR,Specialist,2.1,1.37,,Opportunity,0,Low
