Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,productivity_score,engagement_score,risk_score,work_life_balance_score,tenure_factor,cluster,swot_category,outlier,attrition_probability,attrition_risk_level
132,HR,Male,32,Technician,2023-12-17 08:03:05.556036,0,Bachelor,5,5250.0,52,14,28,5,25,17,34,0,2.87,False,2.16,0.94,,2,1,2,Opportunity,0,0.0988147278943915,Very Low
133,Marketing,Female,55,Manager,2020-10-06 08:03:05.556036,3,High School,3,7800.0,49,9,15,9,75,12,92,0,1.96,False,1.43,1.66,,4,2,2,Opportunity,0,0.10203904860341033,Low
134,Operations,Female,29,Consultant,2019-05-01 08:03:05.556036,5,High School,2,6600.0,55,41,13,2,25,13,44,1,3.83,False,1.79,2.31,,4,3,0,Opportunity,0,0.09994322689092285,Very Low
135,Operations,Male,24,Consultant,2022-08-10 08:03:05.556036,2,Bachelor,2,6600.0,39,24,0,12,25,11,63,0,3.79,False,1.17,1.02,,5,2,1,Weakness,0,0.09971594036207725,Very Low
136,Sales,Male,23,Analyst,2021-10-06 08:03:05.556036,2,Bachelor,5,6000.0,56,28,29,1,0,12,94,0,3.03,False,2.75,2.98,,2,2,3,Opportunity,1,0.09926151444706227,Very Low
137,Legal,Female,35,Analyst,2017-01-11 08:03:05.556036,7,Bachelor,2,4800.0,46,21,17,2,25,6,9,1,1.25,False,1.21,0.79,,3,4,1,Weakness,0,0.10246265378391474,Low
138,Customer Support,Male,28,Manager,2019-03-26 08:03:05.556036,5,Master,5,9000.0,40,9,12,2,100,17,34,2,4.83,False,2.19,2.81,,4,3,0,Opportunity,0,0.09639590868513229,Very Low
139,Finance,Male,38,Technician,2018-11-01 08:03:05.556036,5,High School,2,4200.0,34,24,23,0,100,12,22,0,1.12,False,1.32,0.83,,3,3,1,Weakness,0,0.10252667367203817,Low
140,Legal,Female,39,Specialist,2022-12-21 08:03:05.556036,1,High School,1,4950.0,44,4,5,5,50,4,11,0,4.38,False,0.6,0.75,,5,1,1,Weakness,0,0.1001859520391321,Low
141,Engineering,Female,23,Analyst,2019-01-15 08:03:05.556036,5,Bachelor,2,4800.0,35,20,11,1,25,13,16,1,3.61,False,1.29,1.68,,4,3,1,Weakness,0,0.0997390433885729,Very Low
142,Customer Support,Male,22,Specialist,2021-03-16 08:03:05.556036,3,PhD,3,5850.0,52,6,8,14,50,6,45,1,4.61,False,1.15,1.03,,4,2,1,Weakness,0,0.09873859818810972,Very Low
143,Legal,Female,60,Specialist,2016-11-21 08:03:05.556036,7,Bachelor,2,5400.0,35,27,19,2,50,15,93,0,2.62,False,1.59,2.73,,3,4,3,Opportunity,0,0.10176589822357092,Low
144,Customer Support,Female,54,Analyst,2017-02-19 08:03:05.556036,7,High School,3,5200.0,48,49,27,3,75,11,64,2,1.82,False,2.19,2.68,,2,4,3,Opportunity,0,0.10139310266611534,Low
145,Operations,Female,26,Consultant,2023-06-03 08:03:05.556036,1,Bachelor,1,6050.0,53,18,15,11,50,5,46,0,2.23,False,0.72,0.33,,4,1,1,Weakness,0,0.10299039990258387,Low
146,Customer Support,Male,43,Consultant,2018-02-24 08:03:05.556036,6,Master,2,6600.0,41,30,12,4,25,18,80,2,4.36,False,1.62,3.59,,4,4,0,Opportunity,0,0.09981601289761345,Very Low
147,Legal,Female,57,Engineer,2019-06-02 08:03:05.556036,5,Bachelor,1,6600.0,39,41,7,13,0,7,1,0,3.3,False,0.86,-0.78,,4,3,1,Weakness,0,0.10017765734961358,Low
148,Sales,Male,58,Analyst,2016-11-10 08:03:05.556036,7,Master,3,5200.0,56,26,25,6,100,14,34,2,4.55,False,1.73,2.24,,3,4,3,Opportunity,0,0.09891287179339954,Very Low
149,IT,Female,31,Technician,2017-08-01 08:03:05.556036,7,Master,1,3850.0,59,3,13,0,50,13,78,2,4.75,False,1.05,4.14,,4,4,0,Opportunity,1,0.10148274220461839,Low
150,Finance,Female,55,Analyst,2021-03-19 08:03:05.556036,3,Bachelor,1,4400.0,57,17,21,12,100,6,92,0,3.0,False,0.86,1.55,,3,2,1,Weakness,0,0.10312574328467485,Low
151,Operations,Male,59,Consultant,2020-10-27 08:03:05.556036,3,Bachelor,4,7700.0,52,11,15,13,50,12,19,0,4.76,False,1.52,0.04,,4,2,1,Weakness,0,0.09734874381253761,Very Low
152,Sales,Male,25,Manager,2023-06-04 08:03:05.556036,1,Bachelor,4,8400.0,35,10,10,0,50,1,51,1,1.02,False,1.85,2.03,,4,1,2,Opportunity,0,0.1010779770033574,Low
153,Marketing,Female,54,Technician,2014-09-22 08:03:05.556036,9,High School,5,5250.0,37,49,22,14,100,6,21,2,4.44,False,2.39,0.89,,3,4,3,Opportunity,0,0.09587374003309589,Very Low
154,Customer Support,Male,60,Specialist,2017-07-14 08:03:05.556036,7,Bachelor,3,5850.0,49,19,1,7,100,12,15,2,4.88,False,1.5,1.72,,5,4,0,Opportunity,0,0.09761413649412891,Very Low
155,Legal,Male,51,Engineer,2015-06-22 08:03:05.556036,9,Bachelor,3,7800.0,53,49,17,1,75,3,30,2,3.78,False,2.23,2.57,,3,4,3,Opportunity,0,0.0988174530161691,Very Low
156,Customer Support,Female,35,Specialist,2023-06-28 08:03:05.556036,1,Master,1,4950.0,57,30,24,8,100,13,70,1,1.05,False,1.07,1.51,,3,1,2,Opportunity,0,0.10472452411174858,Low
157,Legal,Male,46,Manager,2020-05-04 08:03:05.556036,4,Bachelor,1,6600.0,34,5,7,1,25,17,71,0,1.79,False,0.82,2.1,,4,3,1,Weakness,0,0.10343062419085278,Low
158,Operations,Female,39,Analyst,2015-07-16 08:03:05.556036,9,Bachelor,1,4400.0,55,45,14,5,50,7,11,2,3.34,False,1.29,1.48,,4,4,0,Opportunity,0,0.10096029630648454,Low
159,Legal,Female,41,Technician,2015-06-21 08:03:05.556036,9,Master,1,3850.0,31,36,21,12,100,6,98,0,4.04,False,1.12,1.96,,3,4,3,Opportunity,0,0.10106194615781139,Low
160,Operations,Female,30,Manager,2022-07-04 08:03:05.556036,2,Master,4,8400.0,52,28,17,1,100,12,27,0,4.15,True,2.21,1.59,,3,2,2,Opportunity,0,0.09779405868914624,Very Low
161,Engineering,Male,36,Manager,2015-12-27 08:03:05.556036,8,Master,1,6600.0,39,43,27,10,100,3,70,1,2.85,False,1.21,1.71,,2,4,3,Opportunity,0,0.10218596414946195,Low
162,HR,Male,32,Technician,2019-09-13 08:03:05.556036,4,Bachelor,5,5250.0,56,35,20,10,0,16,41,2,2.04,False,2.35,1.28,,3,3,3,Opportunity,0,0.09921196147637908,Very Low
163,Finance,Male,44,Technician,2023-01-19 08:03:05.556036,1,Bachelor,5,5250.0,32,46,15,14,50,19,29,0,1.78,False,2.26,-0.58,,4,1,2,Opportunity,1,0.0981806821765059,Very Low
164,Legal,Male,37,Analyst,2016-11-21 08:03:05.556036,7,High School,1,4400.0,43,33,2,2,0,4,53,1,1.97,True,1.24,2.07,,5,4,0,Opportunity,0,0.1024712838807843,Low
165,Engineering,Male,26,Analyst,2020-12-19 08:03:05.556036,3,High School,2,4800.0,54,26,23,0,100,16,43,0,1.82,True,1.53,1.53,,3,2,2,Opportunity,0,0.10254058363056433,Low
166,Sales,Female,30,Specialist,2020-05-18 08:03:05.556036,4,High School,3,5850.0,50,29,23,9,75,12,47,2,3.49,False,1.66,1.92,,3,3,3,Opportunity,0,0.09984809009287221,Very Low
167,Sales,Male,36,Manager,2018-06-04 08:03:05.556036,6,High School,4,8400.0,51,44,1,6,50,12,78,1,1.14,False,2.38,1.98,,5,4,0,Opportunity,0,0.10060501336709958,Low
168,Legal,Male,31,Analyst,2016-11-18 08:03:05.556036,7,Bachelor,5,6000.0,49,48,25,0,25,19,93,0,1.97,False,3.05,2.82,,3,4,3,Opportunity,1,0.09956299736201533,Very Low
169,Legal,Female,39,Specialist,2019-01-27 08:03:05.556036,5,High School,4,6300.0,53,17,23,5,75,14,84,0,4.25,False,2.09,2.54,,3,3,3,Opportunity,0,0.09885658309361696,Very Low
170,Legal,Female,34,Technician,2019-10-22 08:03:05.556036,4,High School,5,5250.0,50,22,26,2,25,5,49,2,2.59,False,2.42,2.62,,2,3,3,Opportunity,0,0.09914715793579341,Very Low
171,Engineering,Male,23,Manager,2023-04-09 08:03:05.556036,1,Bachelor,3,7800.0,57,49,9,11,50,13,52,2,4.72,False,2.02,2.1,,4,1,2,Opportunity,0,0.09797068445794463,Very Low
172,Finance,Male,22,Developer,2015-03-28 08:03:05.556036,9,Bachelor,2,6000.0,52,23,17,3,25,6,50,2,3.63,False,1.45,2.78,,3,4,3,Opportunity,0,0.10075092376720457,Low
173,Operations,Male,43,Developer,2020-03-30 08:03:05.556036,4,PhD,2,6000.0,39,17,1,8,25,8,63,1,2.24,False,1.13,1.63,,5,3,0,Opportunity,0,0.10156062063477908,Low
174,Marketing,Female,26,Specialist,2019-09-20 08:03:05.556036,4,High School,5,6750.0,35,30,18,11,0,5,16,0,3.36,False,2.11,-0.14,,3,3,1,Weakness,0,0.09700939040168653,Very Low
175,Customer Support,Female,30,Analyst,2024-05-05 08:03:05.556036,0,Bachelor,2,4800.0,56,48,21,1,100,2,42,2,3.85,False,1.93,2.89,,3,1,2,Opportunity,0,0.10008139859529391,Low
176,Engineering,Female,48,Developer,2024-08-26 08:03:05.556036,0,Bachelor,3,6500.0,57,14,12,12,75,14,16,1,3.59,True,1.24,0.3,,4,1,1,Weakness,0,0.0994454772153622,Very Low
177,HR,Female,54,Consultant,2017-05-13 08:03:05.556036,7,Bachelor,3,7150.0,40,2,7,8,100,18,99,1,3.79,False,1.39,2.92,,4,4,0,Opportunity,0,0.10005623033290675,Low
178,Customer Support,Male,25,Analyst,2017-08-01 08:03:05.556036,7,Bachelor,4,5600.0,40,42,14,9,100,16,47,0,1.14,False,2.09,0.34,,4,4,0,Opportunity,0,0.10029848972432895,Low
179,Customer Support,Other,48,Technician,2018-02-28 08:03:05.556036,6,Bachelor,2,4200.0,52,21,8,13,50,19,79,2,1.3,False,1.11,1.68,,4,4,1,Weakness,0,0.10321059696660001,Low
180,Legal,Female,53,Manager,2016-06-25 08:03:05.556036,8,Master,2,7200.0,31,36,25,3,0,9,36,2,2.89,False,1.51,2.25,,3,4,3,Opportunity,0,0.10073955979621539,Low
181,Legal,Male,28,Technician,2017-04-13 08:03:05.556036,7,Bachelor,1,3850.0,36,13,13,5,0,13,67,1,2.39,True,0.84,2.15,,4,4,1,Weakness,0,0.10284309223427968,Low
182,Legal,Male,57,Manager,2024-08-02 08:03:05.556036,0,Bachelor,2,7200.0,48,38,9,8,50,17,56,2,4.28,False,1.56,2.47,,4,1,2,Opportunity,0,0.09946423318884227,Very Low
183,Sales,Male,48,Technician,2018-05-28 08:03:05.556036,6,Bachelor,4,4900.0,33,26,29,4,75,5,21,1,2.47,False,1.92,1.14,,2,4,3,Opportunity,0,0.09937008217253124,Very Low
184,Customer Support,Female,32,Manager,2022-05-14 08:03:05.556036,2,Bachelor,5,9000.0,41,27,17,7,25,12,62,2,1.46,False,2.31,2.04,,3,2,2,Opportunity,0,0.09980445737398304,Very Low
185,Finance,Female,33,Technician,2015-01-15 08:03:05.556036,9,Bachelor,3,4550.0,38,30,1,11,75,9,56,2,2.69,False,1.57,1.7,,5,4,0,Opportunity,0,0.09976927269273124,Very Low
186,HR,Female,57,Manager,2023-07-27 08:03:05.556036,1,Bachelor,4,8400.0,35,37,7,10,100,5,59,2,4.38,False,2.11,2.32,,4,1,2,Opportunity,0,0.09714282959471077,Very Low
187,Legal,Male,38,Engineer,2018-10-19 08:03:05.556036,5,Master,4,8400.0,41,28,22,6,100,8,38,0,3.08,False,2.0,0.97,,3,3,3,Opportunity,0,0.0988442783242137,Very Low
188,IT,Female,43,Specialist,2022-02-15 08:03:05.556036,2,High School,2,5400.0,54,14,8,9,25,11,97,2,4.01,False,1.28,3.3,,4,2,2,Opportunity,0,0.10093097833971726,Low
189,Customer Support,Female,26,Specialist,2023-07-18 08:03:05.556036,1,Bachelor,2,5400.0,33,47,15,5,50,10,11,0,2.8,True,1.55,0.35,,4,1,2,Opportunity,0,0.09985424382366566,Very Low
190,Operations,Female,41,Consultant,2022-05-21 08:03:05.556036,2,Bachelor,1,6050.0,39,24,24,6,100,12,4,0,3.85,False,0.84,0.31,,3,2,1,Weakness,0,0.10061014134560334,Low
191,HR,Female,37,Analyst,2016-03-17 08:03:05.556036,8,Bachelor,4,5600.0,46,18,0,9,0,10,12,0,2.32,False,1.64,-0.25,,5,4,1,Weakness,0,0.098936238901904,Very Low
192,Engineering,Female,36,Analyst,2020-12-26 08:03:05.556036,3,Bachelor,2,4800.0,39,49,24,14,25,15,64,1,3.84,True,1.52,1.31,,3,2,2,Opportunity,0,0.09988728975355761,Very Low
193,Finance,Male,54,Specialist,2020-01-01 08:03:05.556036,4,Bachelor,1,4950.0,59,2,22,3,0,4,99,0,3.94,False,0.97,3.08,,3,3,3,Opportunity,0,0.10274540951239575,Low
194,IT,Female,45,Analyst,2021-04-10 08:03:05.556036,3,Bachelor,2,4800.0,57,28,26,2,50,15,85,0,1.48,False,1.64,2.24,,2,2,3,Opportunity,0,0.1035579615456351,Low
195,IT,Female,56,Specialist,2017-07-25 08:03:05.556036,7,Master,5,6750.0,53,19,22,4,0,2,61,0,2.51,True,2.36,1.65,,3,4,3,Opportunity,0,0.09925641725322673,Very Low
196,Legal,Female,39,Engineer,2023-03-30 08:03:05.556036,1,Master,5,9000.0,59,16,24,2,50,1,26,1,1.59,True,2.25,1.3,,3,1,2,Opportunity,0,0.10007408242067614,Low
197,HR,Male,44,Technician,2022-07-30 08:03:05.556036,2,High School,1,3850.0,37,9,8,11,75,5,15,2,1.49,False,0.37,0.37,,4,2,1,Weakness,0,0.10306923928786085,Low
198,HR,Female,55,Analyst,2021-02-04 08:03:05.556036,3,Bachelor,5,6000.0,43,14,22,6,75,17,42,2,3.45,False,2.13,2.16,,3,2,2,Opportunity,0,0.09807768635186473,Very Low
199,IT,Female,52,Developer,2019-04-08 08:03:05.556036,5,Bachelor,1,5500.0,44,40,28,14,50,12,56,0,3.23,False,1.01,0.46,,2,3,1,Weakness,0,0.10175344929186034,Low
200,Operations,Male,27,Consultant,2021-04-26 08:03:05.556036,3,Master,1,6050.0,36,4,26,8,100,9,38,2,3.73,True,0.53,1.88,,2,2,1,Weakness,0,0.1017560437566399,Low
201,Finance,Male,45,Analyst,2014-09-21 08:03:05.556036,9,Bachelor,5,6000.0,30,12,14,9,100,8,26,1,2.41,False,1.86,0.63,,4,4,0,Opportunity,0,0.09830720650508552,Very Low
202,Operations,Female,54,Specialist,2019-05-13 08:03:05.556036,5,Bachelor,3,5850.0,52,28,21,3,0,16,14,2,3.47,False,1.75,1.84,,3,3,3,Opportunity,0,0.09947471915660379,Very Low
203,Engineering,Male,32,Consultant,2016-03-05 08:03:05.556036,8,High School,2,6600.0,47,5,20,10,75,19,87,1,4.06,False,1.04,2.44,,3,4,3,Opportunity,0,0.10107575587377814,Low
204,Customer Support,Male,52,Analyst,2020-04-09 08:03:05.556036,4,Bachelor,2,4800.0,34,19,18,6,75,14,37,0,2.63,False,1.14,0.83,,3,3,1,Weakness,0,0.10111422776461393,Low
205,HR,Female,38,Technician,2017-12-01 08:03:05.556036,6,High School,1,3850.0,32,39,2,2,50,14,40,1,1.25,False,1.22,1.56,,5,4,0,Opportunity,0,0.10262786560358529,Low
206,Marketing,Male,50,Engineer,2023-08-29 08:03:05.556036,1,Bachelor,2,7200.0,44,10,21,0,0,5,88,2,4.9,True,1.47,4.43,,3,1,2,Opportunity,1,0.10021566353305436,Low
207,Customer Support,Male,41,Manager,2020-11-19 08:03:05.556036,3,Master,4,8400.0,55,28,1,14,50,5,66,2,1.02,False,1.82,1.15,,5,2,0,Opportunity,0,0.10105239915611074,Low
208,Sales,Female,40,Developer,2016-11-26 08:03:05.556036,7,High School,1,5500.0,30,20,7,10,0,6,64,1,4.61,True,0.83,2.0,,4,4,1,Weakness,0,0.10002933464382528,Low
209,Engineering,Male,43,Developer,2015-11-21 08:03:05.556036,8,High School,3,6500.0,55,49,24,8,50,15,75,2,2.96,False,2.13,2.62,,3,4,3,Opportunity,0,0.10043603532226904,Low
210,Legal,Male,42,Consultant,2015-04-26 08:03:05.556036,9,Bachelor,2,6600.0,58,39,13,3,0,14,23,0,4.32,False,1.68,1.28,,4,4,0,Opportunity,0,0.09923277752886334,Very Low
211,Finance,Female,26,Specialist,2021-08-01 08:03:05.556036,3,High School,4,6300.0,41,47,26,2,50,7,98,0,2.86,True,2.64,2.92,,2,2,3,Opportunity,0,0.0995538519470901,Very Low
212,Marketing,Male,36,Manager,2020-01-07 08:03:05.556036,4,PhD,2,7200.0,44,27,9,10,100,13,52,2,2.76,False,1.23,1.74,,4,3,1,Weakness,0,0.10107929341128734,Low
213,Operations,Male,28,Developer,2023-02-27 08:03:05.556036,1,Bachelor,4,7000.0,32,16,10,9,75,6,21,0,4.27,False,1.65,0.47,,4,1,2,Opportunity,0,0.09713550392465835,Very Low
214,Legal,Female,32,Specialist,2019-12-19 08:03:05.556036,4,Master,5,6750.0,49,5,11,6,75,17,99,1,2.42,False,2.16,2.83,,4,3,0,Opportunity,0,0.09979282984475535,Very Low
215,Operations,Female,25,Developer,2019-09-11 08:03:05.556036,4,High School,3,6500.0,34,25,1,5,0,1,69,0,1.75,False,1.68,1.54,,5,3,0,Opportunity,0,0.1008089287037798,Low
216,Sales,Female,30,Manager,2018-03-25 08:03:05.556036,6,Bachelor,3,7800.0,40,0,22,7,100,16,74,2,4.21,True,1.32,3.03,,3,4,3,Opportunity,0,0.0998794940771024,Very Low
217,Operations,Female,42,Engineer,2020-07-25 08:03:05.556036,4,Master,2,7200.0,54,12,17,8,75,7,5,0,4.58,False,0.99,0.27,,3,3,1,Weakness,0,0.09935682447488757,Very Low
218,Legal,Female,22,Analyst,2018-07-06 08:03:05.556036,6,High School,4,5600.0,42,7,11,5,25,2,7,0,4.77,False,1.64,0.74,,4,4,0,Opportunity,0,0.09696538451113763,Very Low
219,Engineering,Male,23,Engineer,2019-11-18 08:03:05.556036,4,Bachelor,5,9000.0,55,12,5,11,0,1,95,1,4.14,False,2.18,2.54,,5,3,0,Opportunity,0,0.09781563053760352,Very Low
220,Customer Support,Male,52,Engineer,2015-11-13 08:03:05.556036,8,Bachelor,4,8400.0,35,0,27,6,50,7,82,1,4.97,False,1.72,3.04,,2,4,3,Opportunity,0,0.09824403402005465,Very Low
221,Operations,Male,25,Consultant,2019-11-17 08:03:05.556036,4,High School,2,6600.0,34,41,7,11,25,12,9,1,3.23,False,1.26,0.16,,4,3,1,Weakness,0,0.09935170874947527,Very Low
222,Customer Support,Male,50,Developer,2016-07-05 08:03:05.556036,8,Bachelor,5,7500.0,32,7,2,9,100,10,14,1,4.74,False,1.82,0.91,,5,4,0,Opportunity,0,0.09569571886267791,Very Low
223,Legal,Male,32,Analyst,2021-02-14 08:03:05.556036,3,Bachelor,1,4400.0,45,35,25,12,100,12,52,0,4.98,False,1.04,1.04,,3,2,1,Weakness,0,0.09999915122420572,Very Low
224,Engineering,Female,55,Engineer,2021-10-16 08:03:05.556036,2,Bachelor,4,8400.0,36,22,23,2,50,1,43,1,2.76,False,2.02,2.01,,3,2,2,Opportunity,0,0.09935690348945618,Very Low
225,Sales,Female,53,Specialist,2020-10-03 08:03:05.556036,3,Master,1,4950.0,30,21,20,4,75,2,29,1,1.49,False,0.82,1.1,,3,2,1,Weakness,1,0.10314916081024837,Low
226,Sales,Female,44,Manager,2014-12-31 08:03:05.556036,9,PhD,5,9000.0,53,0,11,7,25,13,65,2,4.9,False,2.03,2.98,,4,4,0,Opportunity,0,0.09717408397871112,Very Low
227,HR,Female,25,Engineer,2014-09-14 08:03:05.556036,9,Bachelor,5,9000.0,45,47,18,7,25,15,69,0,1.66,False,2.69,1.27,,3,4,3,Opportunity,0,0.09923924389575618,Very Low
228,Operations,Female,57,Developer,2019-05-11 08:03:05.556036,5,Bachelor,2,6000.0,40,37,8,5,75,12,53,2,2.83,False,1.55,2.41,,4,3,0,Opportunity,0,0.10069486212536055,Low
229,IT,Male,42,Consultant,2020-12-11 08:03:05.556036,3,Bachelor,4,7700.0,47,29,3,9,75,14,7,2,3.62,False,1.86,0.96,,5,2,0,Opportunity,0,0.09757684389709675,Very Low
230,Legal,Female,39,Engineer,2022-04-13 08:03:05.556036,2,Bachelor,5,9000.0,41,8,27,3,75,9,70,2,1.39,False,2.15,2.72,,2,2,3,Opportunity,0,0.1007428492664769,Low
231,Operations,Male,25,Manager,2015-01-25 08:03:05.556036,9,High School,3,7800.0,58,9,6,9,0,5,56,1,3.1,False,1.38,1.55,,4,4,0,Opportunity,0,0.10042973077600377,Low
232,Customer Support,Female,27,Analyst,2022-06-10 08:03:05.556036,2,High School,3,5200.0,56,34,28,3,25,2,80,1,2.06,False,2.04,2.64,,2,2,3,Opportunity,0,0.10186692963371552,Low
233,Sales,Female,32,Technician,2015-05-19 08:03:05.556036,9,High School,2,4200.0,46,28,20,2,75,2,29,1,1.45,False,1.4,1.34,,3,4,3,Opportunity,0,0.10245313623525894,Low
234,Finance,Female,57,Analyst,2022-02-25 08:03:05.556036,2,Master,4,5600.0,58,38,10,6,25,14,58,0,4.13,False,2.34,1.73,,4,2,2,Opportunity,0,0.09788919812773378,Very Low
235,Marketing,Male,32,Analyst,2015-11-26 08:03:05.556036,8,Master,4,5600.0,36,12,9,11,75,12,91,2,2.65,False,1.71,2.56,,4,4,0,Opportunity,0,0.0999096965658961,Very Low
236,HR,Female,39,Technician,2023-01-02 08:03:05.556036,1,Master,5,5250.0,57,3,28,5,0,17,29,2,4.33,False,2.03,2.18,,2,1,2,Opportunity,0,0.09780551926096663,Very Low
237,Marketing,Other,44,Technician,2017-05-26 08:03:05.556036,7,Bachelor,1,3850.0,53,30,3,11,25,15,33,2,3.51,False,0.91,1.33,,5,4,1,Weakness,0,0.10100799461045058,Low
238,Sales,Male,28,Engineer,2022-05-19 08:03:05.556036,2,High School,4,8400.0,38,9,23,7,75,12,37,0,1.96,False,1.6,0.54,,3,2,1,Weakness,0,0.10032988562213863,Low
239,Operations,Female,42,Consultant,2016-07-07 08:03:05.556036,8,High School,4,7700.0,53,17,18,1,50,16,55,1,4.65,False,2.14,2.91,,3,4,3,Opportunity,0,0.0980258099755757,Very Low
240,Finance,Female,27,Manager,2022-10-09 08:03:05.556036,1,High School,4,8400.0,56,27,19,4,75,8,90,2,1.53,False,2.23,3.13,,3,1,2,Opportunity,0,0.10151852219193154,Low
241,HR,Male,60,Developer,2023-04-28 08:03:05.556036,1,High School,3,6500.0,54,12,9,11,0,11,32,0,2.18,True,1.24,-0.03,,4,1,1,Weakness,0,0.10088385007728826,Low
242,Engineering,Male,42,Manager,2023-05-11 08:03:05.556036,1,Master,1,6600.0,41,10,24,4,50,2,8,2,4.72,False,0.72,1.88,,3,1,2,Opportunity,0,0.10030511074630968,Low
243,Finance,Male,33,Developer,2018-06-28 08:03:05.556036,6,High School,2,6000.0,39,38,28,9,25,1,33,2,3.42,False,1.39,1.55,,2,4,3,Opportunity,0,0.1003646424651888,Low
244,IT,Female,47,Analyst,2021-10-05 08:03:05.556036,2,Bachelor,2,4800.0,38,44,4,3,50,11,31,2,1.04,False,1.6,1.66,,5,2,0,Opportunity,0,0.10188448011998041,Low
245,HR,Female,45,Manager,2020-05-28 08:03:05.556036,4,Bachelor,5,9000.0,48,9,7,1,100,3,65,1,4.79,False,2.36,3.2,,4,3,0,Opportunity,0,0.09681120092039594,Very Low
246,IT,Female,32,Specialist,2021-12-25 08:03:05.556036,2,Bachelor,4,6300.0,55,46,26,11,0,9,87,2,4.82,False,2.41,3.0,,2,2,3,Opportunity,0,0.0979057910476067,Very Low
247,Marketing,Female,24,Technician,2017-03-13 08:03:05.556036,7,Bachelor,4,4900.0,30,33,20,3,25,15,18,0,1.46,False,2.02,0.44,,3,4,3,Opportunity,0,0.09977003265580668,Very Low
248,HR,Female,43,Analyst,2021-05-12 08:03:05.556036,3,Bachelor,2,4800.0,57,36,5,4,100,19,37,1,4.81,False,1.65,2.13,,5,2,0,Opportunity,0,0.0987971152457967,Very Low
249,Legal,Male,32,Consultant,2022-04-08 08:03:05.556036,2,High School,3,7150.0,35,43,15,10,25,5,75,0,1.49,False,1.83,1.0,,4,2,2,Opportunity,0,0.10115320586646913,Low
250,Customer Support,Male,35,Technician,2023-01-28 08:03:05.556036,1,High School,3,4550.0,51,28,4,9,50,3,84,1,2.03,False,1.73,1.98,,5,1,2,Opportunity,0,0.10119881713602724,Low
251,Engineering,Male,56,Technician,2015-02-05 08:03:05.556036,9,Bachelor,2,4200.0,38,27,14,6,100,6,20,2,2.7,False,1.23,1.42,,4,4,1,Weakness,0,0.10074665602305771,Low
252,IT,Male,35,Consultant,2017-10-29 08:03:05.556036,6,Bachelor,1,6050.0,59,44,23,4,0,17,25,0,3.76,False,1.39,1.06,,3,4,3,Opportunity,0,0.10098541670784425,Low
253,Operations,Male,34,Specialist,2020-11-19 08:03:05.556036,3,Bachelor,3,5850.0,50,13,27,10,0,9,57,2,4.87,False,1.44,2.39,,2,2,3,Opportunity,0,0.09908264429283797,Very Low
254,Legal,Female,30,Consultant,2015-02-18 08:03:05.556036,9,Master,4,7700.0,43,31,26,13,50,3,37,1,3.4,False,1.83,0.65,,2,4,3,Opportunity,0,0.09863949026078868,Very Low
255,Marketing,Other,46,Developer,2017-11-18 08:03:05.556036,6,High School,1,5500.0,47,12,24,9,25,17,3,1,1.05,False,0.47,-0.29,,3,4,1,Weakness,1,0.10398935428749455,Low
256,Operations,Male,34,Consultant,2015-04-07 08:03:05.556036,9,High School,4,7700.0,52,13,8,9,100,13,81,2,3.17,False,1.84,2.69,,4,4,0,Opportunity,0,0.09961158300000238,Very Low
257,Engineering,Female,45,Specialist,2019-02-15 08:03:05.556036,5,Bachelor,2,5400.0,31,19,16,12,25,8,12,2,1.61,False,0.81,0.2,,3,3,1,Weakness,0,0.10177680177690399,Low
258,HR,Female,31,Specialist,2019-06-17 08:03:05.556036,5,Bachelor,3,5850.0,59,19,22,6,75,3,78,0,3.3,False,1.73,2.02,,3,3,3,Opportunity,0,0.10074959337553953,Low
259,Sales,Male,26,Technician,2016-01-09 08:03:05.556036,8,Bachelor,5,5250.0,46,39,25,2,100,16,57,1,3.98,False,2.76,2.67,,3,4,3,Opportunity,0,0.09730902322893523,Very Low
260,Marketing,Male,40,Manager,2020-04-08 08:03:05.556036,4,High School,2,7200.0,60,25,6,13,75,11,94,1,4.41,False,1.36,2.33,,4,3,0,Opportunity,0,0.1002324511384903,Low
261,Marketing,Male,46,Developer,2018-07-26 08:03:05.556036,6,Master,2,6000.0,60,3,8,13,0,17,93,2,4.27,False,0.99,2.77,,4,4,0,Opportunity,1,0.1009871655741532,Low
262,Operations,Female,32,Technician,2019-11-12 08:03:05.556036,4,Bachelor,1,3850.0,40,25,10,10,50,16,89,1,1.43,False,0.93,1.83,,4,3,1,Weakness,0,0.10382154465378182,Low
263,HR,Female,26,Developer,2017-09-24 08:03:05.556036,6,Master,2,6000.0,59,39,7,1,0,10,9,0,4.97,False,1.72,1.34,,4,4,0,Opportunity,0,0.09827213800980444,Very Low
264,IT,Male,52,Manager,2020-07-18 08:03:05.556036,4,Master,4,8400.0,39,30,29,7,0,17,18,1,2.68,False,1.91,0.75,,2,3,3,Opportunity,0,0.09915809119046937,Very Low
